id,tender-title,tender-ref_No,contract_amount,contract_code,contract_status,created_at,expected_completion_date,month,org_name,pin_number,supplier_name,tender_award_date,type,updated_at,year
3435,supply and delivery of assorted reading material i.e. books to equip a...,KMFRI/171/2017-2018,"1,392,631.00",SMJ6SM4T,Ongoing,2019-01-17 16:20:55,2018-06-19,Apr,Kenya Marine and fisheries Research Institute,P051333164Y,taize investments limited,2018-04-20,State Corporation,0 Days,2018
3436,supply and delivery of factory electrical spares,NTZDC/QT/117/2017-18,"48,557.00",Z59TVQJI,Ongoing,2018-09-20 13:21:17,2018-05-18,Apr,Nyayo Tea Zones Develop Corporation,P000613151M,thames electricals limited,2018-04-20,State Corporation,0 Days,2018
3437,request for proposal for development and implementation of a knowledge...,codf/RFQ/63/2017-18,"1,300,000.00",CRYHH128,Ongoing,2018-10-15 15:31:08,2018-08-31,Apr,COMMODITIES FUND,P051367364N,double-net technologies limited,2018-04-19,State Corporation,0 Days,2018
3438,tender for supply of uniforms protective clothing footwear,KGN -HR -05 -2017,"28,334,981.00",MXRSLFMR,Ongoing,2018-10-26 14:59:58,2018-11-01,Apr,Kenya Electricity  Generating Company,P051536775V,articson limited,2018-04-19,State Corporation,0 Days,2018
3439,tender for supply of uniforms protective clothing footwear,KGN -HR -05 -2017,"5,373,099.00",ULHGAZFU,Ongoing,2018-10-26 15:32:28,2018-11-16,Apr,Kenya Electricity  Generating Company,P051428660M,trace shield limited,2018-04-19,State Corporation,0 Days,2018
3440,tender for supply of uniforms protective clothing footwear,KGN -HR -05 -2017,"3,712,000.00",CHOAGKXC,Ongoing,2018-10-26 15:57:30,2018-11-01,Apr,Kenya Electricity  Generating Company,P051664619G,yato tools ltd,2018-04-19,State Corporation,0 Days,2018
3441,provision of medical insurance cover for staff & board members,KDB/S/201/18,"15,951,851.00",NR11O9ES,Ongoing,2018-11-16 15:52:24,2019-04-20,Apr,Kenya Dairy Board,P051155350V,apa insurance limited,2018-04-19,State Corporation,16 Days,2018
3442,provision of private security services at nca regional office,NCA//T/29/2017-2018,"10,556,000.00",PTISIKMC,Ongoing,2018-08-15 15:37:47,2019-06-03,Apr,National Construction Authority,P051133569A,total security surveillance limited,2018-04-18,State Corporation,1 Months,2018
3443,renovation of bungoma nca liason office,NCA/T/28/2017-2018,"1,329,070.00",C1JZKXIL,Ongoing,2018-08-15 16:13:15,2018-08-15,Apr,National Construction Authority,P051537992A,khadim limited,2018-04-18,State Corporation,0 Days,2018
3444,supply of coffee maker,KPC/PU/025MTCC/17-18.,"69,600.00",RQHSD7WI,Ongoing,2018-08-14 16:02:14,1970-01-01,Apr,Kenya Pipeline Company,A011260500Q,tandie enterprises,2018-04-18,State Corporation,0 Days,2018
3445,provision of consultancy services for technical assistance to strength...,TNT/015/2017-2018,"65,468,600.00",GRKWPOJR,Ongoing,2018-08-17 13:03:22,2019-07-31,Apr,The National Treasury and Planning,P051322222K,matengo githae & associates,2018-04-18,Ministry,3 Months,2018
3446,provision of consultancy services for technical assistance to strength...,TNT/015/2017-2018,"46,555,740.00",MRHKIF9P,Ongoing,2018-08-17 14:01:35,2019-07-31,Apr,The National Treasury and Planning,P051198852M,deloitte & touche,2018-04-18,Ministry,3 Months,2018
3447,provision of consultancy services for technical assistance to strength...,TNT/015/2017-2018,"69,700,000.00",MUTYUGHY,Ongoing,2018-08-17 14:09:27,2019-07-31,Apr,The National Treasury and Planning,P051097624D,kpmg advisory services limited,2018-04-18,Ministry,3 Months,2018
3448,tender document for ground and landscape maintenance services for ca c...,CA/PROC/OT/25/2017-2018,"15,743,520.00",1EXF0EAM,Ongoing,2019-01-23 16:03:22,2021-06-30,Apr,Communications Authority of Kenya,P051505440A,new look construction company limited,2018-04-16,State Corporation,2 Year,2018
3449,"supply,installation,testing and commissioning of primary air compresso...",KGN-GDD-105-2017,"29,997,744.00",HPBIVFR6,Ongoing,2018-11-26 8:56:50,2018-11-15,Apr,Kenya Electricity  Generating Company,P051096263G,car and general (trading) limited,2018-04-15,State Corporation,0 Days,2018
3450,tender for manufacture and supply of turbine shaft seal and main inlet...,KGN-TURK-02-2018,"5,256,540.00",IWKNYLYH,Ongoing,2018-11-15 9:14:18,2019-01-02,Apr,Kenya Electricity  Generating Company,P051110467P,unitech industrial agencies limited,2018-04-13,State Corporation,0 Days,2018
3451,tender for supply of plc cards for turkwel power station,KGN-TURK-03-2018,"2,780,507.00",LQUHSVXO,Ongoing,2018-11-15 9:56:08,2019-04-04,Apr,Kenya Electricity  Generating Company,P051444990N,schneider electric (kenya) limited,2018-04-13,State Corporation,0 Days,2018
3452,firefighting foam,KPC/PU/156-OP/18,"115,900.00",BD6N2RMH,Ongoing,2018-08-14 13:37:52,2018-09-21,Apr,Kenya Pipeline Company,P051373891M,international partnership services (e.a) limited,2018-04-12,State Corporation,0 Days,2018
3453,"proposed renovation of vip, main reception, washroom, external and int...",MICNG/CWB/NRB/D102/35B/2016-2017,"56,734,912.00",4BMOAFKS,Ongoing,2018-11-12 15:06:44,2018-10-05,Apr,Ministry of Interior and Co-ordination of National Government,P051365847L,tamata suppliers limited,2018-04-12,State Department,0 Days,2018
3454,provision of annual washroom cleaning services at kfs headquarters,KFS/191/2017-2018,"1,999,560.00",M34CVPEA,Ongoing,2018-10-03 17:25:22,2019-05-01,Apr,Kenya Forest Service,P051462758J,siaki office supplies limited,2018-04-11,State Corporation,27 Days,2018
3455,"road construction, upgrade of existing roads, trucks parking, weigh br...",KPC/KPRL/PU/PS15/RT/017.042/2017...,"128,887,430.00",4DBIC3JO,Ongoing,2018-08-22 9:50:38,2019-04-11,Apr,Kenya Pipeline Company,P051539702I,himilo construction & supply limited,2018-04-09,State Corporation,7 Days,2018
3456,supply and delivery of tyres and tubes.,EAPCC/142/ONT/2018,"38,993,049.00",6YKNXIXI,Ongoing,2018-09-12 13:27:44,2020-04-03,Apr,The East African Portland Cement Company,P000594487J,sameer africa plc,2018-04-05,State Corporation,11 Months,2018
3457,provision of telephone voice and data services companywide,KP1/9A.2/DT/22/ADM/17-18,"12,000,000.00",V8NPW7JR,Ongoing,2018-09-21 10:03:11,2020-03-31,Apr,Kenya Power & Lighting Company,P051131780Q,airtel networks kenya limited,2018-04-04,State Corporation,11 Months,2018
3458,provision of telephone voice and data services companywide,KP1/9A.2/DT/23/ADM/17-18,"24,000,000.00",Z1PEZDIM,Ongoing,2018-10-05 12:36:20,2020-03-31,Apr,Kenya Power & Lighting Company,P051128176G,telkom kenya limited,2018-04-04,State Corporation,11 Months,2018
3459,provision of service contracts for company owned/copiers companywide,KP1/9AA-2/DT/14/ADM/17-18,8.00,GGLGFWUZ,Ongoing,2018-12-10 12:00:42,2020-09-18,Apr,Kenya Power & Lighting Company,P051099534I,mfi documents solutions limited,2018-04-04,State Corporation,1 Year,2018
3460,procurement of servicing and maintainance of fire protection system fo...,KGN-KIP-22-2017,"16,460,500.00",IYMIPPQR,Ongoing,2018-11-06 12:26:38,2019-03-15,Apr,Kenya Electricity  Generating Company,P051135642U,firefox kenya limited,2018-04-04,State Corporation,0 Days,2018
3461,"tender for establishment of trees buffer zone,phase iii along kengen b...",KGN-HYD-034-2017,"3,239,689.00",WHB1JDJP,Ongoing,2018-11-16 9:26:24,2019-08-04,Apr,Kenya Electricity  Generating Company,P051695409M,mika landscapers ltd,2018-04-04,State Corporation,4 Months,2018
3462,tender for provision of comprehensive general cleaning  and ground mai...,UON/T/87/2018-2019,"56,803,010.00",BXUCEUXZ,Ongoing,2018-09-11 13:30:15,2019-04-30,Mar,University of Nairobi,P051358622F,rosey  international  limited,2018-03-31,Public Universities,26 Days,2018
3463,international tender for proposed peadiatric emergency centre and burn...,KNH/T/65/2017-2018,"2,959,511,556.00",Q5ORGO75,Ongoing,2018-11-08 13:18:57,2018-07-30,Mar,Kenyatta National Hospital,P051179889Z,vaghjiyani enterprises limited,2018-03-29,State Corporation,0 Days,2018
3464,"supply & delivery of 50,000mt of gypsum ",EAPCC/ONT/146/2018,"129,500,000.00",OIMQWR,Active,2019-03-21 15:49:56,2020-07-20,Mar,The East African Portland Cement Company,P051216872J,bemoney investments limited,2018-03-28,State Corporation,1 Year,2019
3465,"supply, delivery, installation & commissioning of laptops ",CAK/RT/004/2017-2018,"2,560,000.00",MB9SM7CB,Ongoing,2018-08-15 11:53:59,2018-07-05,Mar,Competition Authority of Kenya,P051510017J,simspur limited,2018-03-28,State Corporation,0 Days,2018
3466,tender for provision of cleaning and fumigation services at ca centre...,CA/PROC/OT/11/2017-2018,"17,775,648.00",NHHQCZTL,Ongoing,2018-12-18 12:37:45,2021-06-30,Mar,Communications Authority of Kenya,P051387357Q,superclean shine enterprise limited,2018-03-28,State Corporation,2 Year,2018
3467,provision of internet connectivity at ca centre and regional offices,CA/PROC/OT/27/2017-2018,"64,144,520.00",SMYBXYZG,Ongoing,2019-01-29 8:14:02,2021-04-02,Mar,Communications Authority of Kenya,P051244515P,xtranet communications limited,2018-03-26,State Corporation,1 Year,2018
3468,rehabilitation of electro-mechanical workshop at dockyard,KPA/070/2017-18/PDM,"73,373,780.00",N1NXP3C6,Ongoing,2019-02-06 12:27:02,2018-10-31,Mar,Kenya Ports Authority,P051358604D,albywoods agencies limited,2018-03-26,State Corporation,0 Days,2018
3469,"provision of manufacturing services for low value, high volume and les...",KEMRI/RFP/08/2017-2018,240.00,VX8SSVOT,Ongoing,2018-08-14 9:28:01,2019-03-20,Mar,Kenya Medical Research Institute,P051198261H,oss-chemie (k) limited,2018-03-23,State Corporation,0 Days,2018
3470,proposed maintenance of generator at bima house and herufi house,TNT/013/2017 – 2018,"1,962,835.00",4K2GSNPD,Ongoing,2018-08-14 17:29:00,2020-06-30,Mar,The National Treasury and Planning,P051112918K,philafe engineering limited,2018-03-22,Ministry,1 Year,2018
3471,"tender for design,manufacture,test and supply of 11kv generator vacuum...",KGN-TURK-09-2017,"7,537,222.00",UREP9BZK,Ongoing,2018-11-15 11:46:44,2019-06-09,Mar,Kenya Electricity  Generating Company,P051444990N,schneider electric (kenya) limited,2018-03-21,State Corporation,2 Months,2018
3472,provision of motor vehicle insurance,CWSB/T/05/2017-2018,"1,834,101.00",4YKMZDSS,Ongoing,2018-10-08 12:09:32,2019-07-26,Mar,Coast Water Services Board,P051431096A,acentria insurance brokers limited,2018-03-21,State Corporation,3 Months,2018
3473,supply and delivery of printing works,Quotation No. ADC/22/2017/18,"11,000.00",4VYCINI3,Ongoing,2018-09-21 10:42:20,2018-05-17,Mar,Agricultural Development Corporation,P051239191N,pinnacore kenya limited,2018-03-20,State Corporation,0 Days,2018
3474,tender for supply of network test and measuring equipment at seven for...,KGN-HYD-033-2017,"3,001,500.00",GDAMS4F5,Ongoing,2018-11-13 14:14:17,2018-11-28,Mar,Kenya Electricity  Generating Company,P051187887U,two way communications limited,2018-03-20,State Corporation,0 Days,2018
3475,"supply of safety items( hydrogen sulphide meters, respirators, scabs)...",KGN-GDD-102-2017(2),"3,175,950.00",YJWYYIOX,Ongoing,2018-11-14 15:37:05,2018-08-12,Mar,Kenya Electricity  Generating Company,P051143344Z,zocom limited,2018-03-20,State Corporation,0 Days,2018
3476,"supply of safety items (hydrogen sulphide meters,respirators,scabs) fo...",KGN-GDD-102-2017,"2,628,495.00",DHOUMETC,Ongoing,2018-11-23 10:41:04,2018-11-21,Mar,Kenya Electricity  Generating Company,P051540946D,bold limited,2018-03-20,State Corporation,0 Days,2018
3477,"supply, installation,testing and commissioning of digital press soluti...",JKF/T/07/2017-2018,"17,655,000.00",VV7CKVPK,Ongoing,2018-08-28 11:41:42,2018-09-05,Mar,The Jomo Kenyatta Foundation,P051099534I,mfi documents solutions limited,2018-03-19,State Corporation,0 Days,2018
3478,"supply and delivery of desktop computers, laptops, telephone sets, ipa...",NTSA/NCB-007/2017-2018,0.00,FS7F2QLD,Ongoing,2018-09-24 12:28:44,2019-06-10,Mar,National Transport and Safety Authority,P000599855R,computech limited,2018-03-19,State Corporation,2 Months,2018
3479,tender for the consultancy services for provision of enterprise risk m...,ComFund/T/01/2017/2018,"1,979,670.00",HIW7C3W7,Ongoing,2018-08-14 12:46:05,2018-08-04,Mar,COMMODITIES FUND,P051457913E,kenya factors limited,2018-03-19,State Corporation,0 Days,2018
3480,provision of telephone voice and data services companywide,KP1/9A.2/DT/13/ADM/17-18,"100,800,000.00",XFP9PET6,Ongoing,2018-09-25 12:01:09,2020-03-31,Mar,Kenya Power & Lighting Company,P051129820X,safaricom plc,2018-03-16,State Corporation,11 Months,2018
3481,provision of wiba plus and group insurence cover,UNES/USAID/007/2017-2018,"242,844.00",TZ6RPM1H,Ongoing,2019-01-10 8:49:55,2019-03-31,Mar,University of Nairobi Enterprises and Services,P000610588X,pelican insurance brokers (k) limited,2018-03-15,State Corporation,0 Days,2018
3482,supply and delivery of tablets,KRA/HQS/NCB-047/2017-2018,"2,234,400.00",IGX3BAZO,Ongoing,2018-10-24 11:28:49,2020-03-16,Mar,Kenya Revenue Authority,P051150411Y,specicom technologies limited,2018-03-15,State Corporation,11 Months,2018
3483,tender for supply  of 6x6 prime mover winch for gdd,KGN-GDD-112-2017,"29,830,362.00",DEBFPYUJ,Ongoing,2018-11-12 11:05:27,2018-12-04,Mar,Kenya Electricity  Generating Company,P051174954D,transafrica motors limited,2018-03-14,State Corporation,0 Days,2018
3484,provision of financial audit services,KPRL/018.011,"7,656,000.00",QK2WRDJ3,Ongoing,2018-08-22 12:12:36,2019-05-02,Mar,Kenya Petroleum Refineries Limited,P000615543U,kpmg kenya,2018-03-10,State Corporation,28 Days,2018
3485,provision of garbage collection services,EAPCC/RT/258/2018,"3,933,600.00",GQMKOD8K,Ongoing,2018-09-11 11:32:50,2020-03-12,Mar,The East African Portland Cement Company,P051540087F,benysky investments limited,2018-03-07,State Corporation,11 Months,2018
3486,tender for supply installation testing and commissioning of optical fi...,KGN-HYD-035-2017,"3,479,536.00",AVFX6TVY,Ongoing,2018-11-13 14:50:15,2019-01-06,Mar,Kenya Electricity  Generating Company,P051361575B,acomic roads and general contractors limited,2018-03-07,State Corporation,0 Days,2018
3487,"tender for thermal insulation of tanks at kprl, changamwe, mombasa",KPC/KPRL/PU/PS15/RT/018.003/2017...,"45,170,400.00",355VR3F9,Ongoing,2018-08-08 10:51:14,2019-01-31,Mar,Kenya Pipeline Company,P051465293P,infraenergy services limited,2018-03-06,State Corporation,0 Days,2018
3488,"tanks upgrade at kenya petroleum refineries limited, changamwe, mombas...",KPC/KPRL/PU/PS15/RT/017.045/2017...,"455,367,699.00",BVGIWK0J,Ongoing,2018-08-10 11:08:05,2019-01-17,Mar,Kenya Pipeline Company,P051166821W,weld - con limited,2018-03-06,State Corporation,0 Days,2018
3489,"tanks and vessels construction at kprl, changamwe and kipevu oil termi...",KPC/KPRL/PU/PS15/RT/017.043/2017...,"138,620,645.00",8NX5N2OA,Ongoing,2018-08-10 13:29:12,2019-01-17,Mar,Kenya Pipeline Company,P051166821W,weld - con limited,2018-03-06,State Corporation,0 Days,2018
3490,scaffold erection on tanks 118 &119 at kprl,KPC/KPRL/PU/061-LP/2017-2018,"2,202,840.00",1X3K8DYK,Ongoing,2018-08-22 11:15:01,2018-09-17,Mar,Kenya Pipeline Company,P051092036P,,2018-03-06,State Corporation,0 Days,2018
3491,supply and delivery of fifteen million wpp cement bags.,EAPCC/143/OT/2018,"307,500,000.00",XYEGK4OI,Ongoing,2018-09-12 12:25:38,2020-05-09,Mar,The East African Portland Cement Company,P051153296C,texplast industries limited,2018-03-05,State Corporation,13 Months,2018
3492,provision of consultancy services for ict systems audit.,KTNA/RFP/03/2017-2018,"9,366,062.00",TC1H7M2I,Ongoing,2018-10-04 10:50:49,2018-08-27,Mar,Kenya Trade Network Agency,P000629820Z,ernst & young,2018-03-05,State Corporation,0 Days,2018
3493,request for proposal consultancy services for ground water mapping and...,MWI/SDWS/001/2017-2018,"85,205,000.00",HOZXIWLX,Ongoing,2018-11-07 13:12:36,2019-04-08,Mar,Ministry of Water and Sanitation,P051125248V,earth water limited,2018-03-05,Ministry,4 Days,2018
3494,supply and delivery of tyres,KFS/14/2017-2018,"559,300.00",VGQLTBNJ,Ongoing,2019-03-15 12:09:30,2019-02-18,Mar,Kenya Forest Service,P051445711V,techware solutions africa limited,2018-03-02,State Corporation,0 Days,2018
3495,supply and delivery of tyres,KFS/14/2017-2018,"428,698.00",MXMPRACA,Ongoing,2019-03-15 16:19:15,2019-01-18,Mar,Kenya Forest Service,P000594487J,sameer africa plc,2018-03-02,State Corporation,0 Days,2018
3496,supply and delivery of tyres under a framework contract,KFS/14/2017-2018..,"2,527,400.00",BVIF35,Active,2019-03-20 16:14:07,2019-05-02,Mar,Kenya Forest Service,P051445711V,techware solutions africa limited,2018-03-02,State Corporation,28 Days,2019
3497,supply and delivery of tyres for kfs vehicles (framework contract),KFS/14/2017-2018.,"2,840,770.00",P4NKDY,Active,2019-03-20 16:34:13,2019-04-02,Mar,Kenya Forest Service,P000594487J,sameer africa plc,2018-03-02,State Corporation,0 Days,2019
3498,construction of staff houses at tana power station for twelve months (...,KGN-HYD-(TANA)-013-2017,"22,273,465.00",3OXFNSFZ,Ongoing,2018-10-31 8:28:18,1970-01-01,Mar,Kenya Electricity  Generating Company,P051610301J,jabulani general trading  limited,2018-03-02,State Corporation,0 Days,2018
3499,tender for supply and delivery of special tools for eastern hydros,KGN-HYD-038-2017,"3,098,549.00",WAAJ2DHI,Ongoing,2018-11-13 15:49:02,2018-12-14,Mar,Kenya Electricity  Generating Company,P051308952L,synergy power systems limited,2018-03-01,State Corporation,0 Days,2018
3500,consultancy services for environmental socio impact assessment (esia)...,KAA/ES/MLD/1256/ENV,"3,115,992.00",N5IJACLT,Ongoing,2018-09-19 10:21:59,2018-05-31,Feb,Kenya Airport Authority,P051349845P,safe environment consultancy limited,2018-02-26,State Corporation,0 Days,2018
3501,supply of motor vehicles for baringo - silali & menengai projects,GDC/FLTM/OT/028/2017-2018,"91,317,360.00",QF57RVVI,Ongoing,2018-08-16 10:04:25,2018-08-31,Feb,Geothermal Development Company,P000608609Y,isuzu east africa limited,2018-02-22,State Corporation,0 Days,2018
3502,hire of excavator for kabini overburden and waste removal.,OR 18510443,"2,340,000.00",X3ZL7XNA,Ongoing,2019-02-20 8:49:20,2019-02-28,Feb,The East African Portland Cement Company,P051185890L,buzeki enterprises limited,2018-02-21,State Corporation,0 Days,2018
3503,supply and delivery of tyres,KFS/14/2017-2018,"36,784.00",AURHVIAH,Ongoing,2019-03-15 14:30:01,2019-02-15,Feb,Kenya Forest Service,P000594487J,sameer africa plc,2018-02-21,State Corporation,0 Days,2018
3504,supply and delivery of tyres,KFS/14/2017-2018,"1,450,853.00",LC6ZSX,Active,2019-03-20 14:43:50,2019-04-02,Mar,Kenya Forest Service,P000594487J,sameer africa plc,2018-02-21,State Corporation,0 Days,2019
3505,"rehabilitation of sewers line crossings mutahiga-mathare, ruaraka, kar...",AWSB/GoK/NSIMP/W-02/2017,"88,464,653.00",QRWNWHID,Ongoing,2018-08-15 12:35:46,2019-04-25,Feb,Athi Water Service Board,P051301291S,elvi general engineering and supplies limited,2018-02-16,State Corporation,21 Days,2018
3506,"for supply,installation, configuration,testing and commissioning of ip...",MOEP/SDE/DP/24/2017-2018,"1,568,877.00",V0ARAF58,Ongoing,2019-03-08 16:21:50,2019-05-02,Feb,Energy,P000591368W,dimension data solutions limited,2018-02-15,State Department,28 Days,2018
3507,"provision of connectivity services between herufi data centre, kenya a...",TNT/020/2017-2018,"93,636,201.00",QIHLBOLK,Ongoing,2018-08-08 15:33:41,2019-03-05,Feb,The National Treasury and Planning,P051128176G,telkom kenya limited,2018-02-13,Ministry,0 Days,2018
3508,"provision of medical insurance cover,group personal accident & group l...",NCIA/S/PMICS/003/2017-2018,"6,877,846.00",G1CPM8GV,Ongoing,2019-02-10 15:07:14,2019-03-19,Feb,Nairobi Centre for International Arbitration,P051337370I,cic general insurance limited,2018-02-13,State Corporation,0 Days,2018
3509,"rehabilitation of sewers along nairobi, gitathuru, ngong & mathare riv...",AWSBGoK/NSIMP/W-01/2017,"77,023,379.00",570XXHPY,Ongoing,2018-10-11 12:30:47,2018-11-16,Feb,Athi Water Service Board,P051402257X,geodorm east   africa limited,2018-02-12,State Corporation,0 Days,2018
3510,construction of river kibagare trunk sewer -lot 3,AWSB/GoK/NSIMP/W-03/2017,"73,791,476.00",R2CZCRL9,Ongoing,2018-10-11 12:59:18,2018-11-20,Feb,Athi Water Service Board,P051374943F,power and solar group limited,2018-02-12,State Corporation,0 Days,2018
3511,verification of grants no. 5,RFQ NO. UFAA/021/2017-18,"625,000.00",LVUPYZS1,Ongoing,2018-08-09 15:12:13,1970-01-01,Feb,Unclaimed Financial Assests Authority,P051197456,m. kihara and company,2018-02-12,State Corporation,0 Days,2018
3512,supply installation and commisioning of an internet protocal based  te...,TSC/T/038/2017-2019,"59,993,011.00",HLNH3LIP,Ongoing,2019-02-01 10:38:51,2019-04-04,Feb,Teachers Service Commission,P051235789R,mfi technology solutions limited,2018-02-12,Commissions and Independent Offices,0 Days,2018
3513,framework contract for supply of engine spares for kipevu power statio...,KGN-KIP-038-2016,"48,405,614.00",FYIUJ8JF,Ongoing,2018-11-06 15:03:12,2019-04-01,Feb,Kenya Electricity  Generating Company,P051303560V,man diesel & turbo kenya limited,2018-02-08,State Corporation,0 Days,2018
3514,"tender design, manufacture, supply, installation, test and commissioni...",KGN-HYD-024-2017,"85,760,922.00",QS6ECTYI,Ongoing,2018-11-13 14:24:03,2019-03-22,Feb,Kenya Electricity  Generating Company,P051322487F,giza systems integration kenya limited,2018-02-08,State Corporation,0 Days,2018
3515,design construction & erection of proposed parking sheds at olkaria ge...,KGN-GDD-089-2018,"14,800,223.00",EM2EHOVZ,Ongoing,2018-11-22 9:47:56,2019-02-18,Feb,Kenya Electricity  Generating Company,P051420593C,ceder links limited,2018-02-08,State Corporation,0 Days,2018
3516,supply and delivery of assorted security equipment,IPOA/QT/14/2017-2018,"1,356,166.00",R3PRHQTC,Ongoing,2019-02-19 13:24:52,1970-01-01,Feb,Independent Policing Oversight Authority,P051135042Z,com twenty one limited,2018-02-08,State Corporation,0 Days,2018
3517,supply and delivery of stationery,QUOTATION NO. ADC 15/2017/18,"40,000.00",MLHUJBX4,Ongoing,2018-09-21 10:12:19,2018-05-22,Feb,Agricultural Development Corporation,P051596791B,shlekic company limited,2018-02-05,State Corporation,0 Days,2018
3518,supply and delivery of toners,QUOTATION NO. ADC 17/2017/18,"42,000.00",A7LXDJ5H,Ongoing,2018-09-21 10:23:58,2018-06-28,Feb,Agricultural Development Corporation,P051549269Z,willie scant company limited,2018-02-02,State Corporation,0 Days,2018
3519,proposed erection and completion of 1no. block of 12 no. two bedroom &...,MTIHUD/HUD/HD/09/2017-2018,"123,718,295.00",NFHWHIYC,Ongoing,2019-01-14 15:25:04,1970-01-01,Jan,"State Department of Housing, Urban Development and Public Works",P051475488V,koto housing kenya limited,2018-01-31,State Department,0 Days,2018
3520,servicing and maintenance of heavy duty & desktop printers,CAK/DP/002/2017-2018,"243,600.00",RVLYFIFN,Ongoing,2018-09-28 12:00:35,2019-02-13,Jan,Competition Authority of Kenya,P051099534I,mfi documents solutions limited,2018-01-29,State Corporation,0 Days,2018
3521,consultancy services for environmental socio impact assessment (esia)...,KAA/ES/MLD/1256/ENV,"2,784,000.00",GYOLH9VK,Ongoing,2018-09-10 11:59:54,2018-06-29,Jan,Kenya Airport Authority,P051349845P,safe environment consultancy limited,2018-01-24,State Corporation,0 Days,2018
3522,supply of stationery items,KP1/9A.1A/OT/005/17-18,"1,019,728.00",IBVGJHMK,Ongoing,2018-10-02 8:29:00,2019-03-27,Jan,Kenya Power & Lighting Company,P051616376S,tushbeat east africa limited,2018-01-16,State Corporation,0 Days,2018
3523,proposed maintenance of x ray luggage scanner and walk through metal d...,TNT/012/2017–2018,"6,500,000.00",JRUHWSTZ,Ongoing,2018-08-15 10:22:54,2020-02-28,Jan,The National Treasury and Planning,P051605661L,kgt kenya limited,2018-01-16,Ministry,10 Months,2018
3524,consultancy service for conducting a regional study on competition on...,CAK/RFP/009/20117-2018,"13,577,800.00",SOYOH4QQ,Ongoing,2018-08-14 18:20:41,2018-11-02,Jan,Competition Authority of Kenya,P051600688K,maritime business & economic consultants limited,2018-01-15,State Corporation,0 Days,2018
3525,provision of external security services,KPA/004/2017-18/SS,"26,367,840.00",J8MDW5XW,Ongoing,2019-02-26 9:50:02,2021-01-15,Jan,Kenya Ports Authority,P051343947E,solvit security solutions limited,2018-01-15,State Corporation,1 Year,2018
3526,provision of external security services,KPA/004/2017-18/SS,"30,982,212.00",LJ3FBRUL,Ongoing,2019-02-26 10:37:44,2021-01-15,Jan,Kenya Ports Authority,P051123912H,northwood services limited,2018-01-15,State Corporation,1 Year,2018
3527,provision of external security services,KPA/004/2017-18/SS,"9,228,744.00",7HICEIDN,Ongoing,2019-02-26 10:52:46,2021-01-15,Jan,Kenya Ports Authority,p051137825z,protective custody limited,2018-01-15,State Corporation,1 Year,2018
3528,provision of external security services,KPA/004/2017-18/SS,"25,049,448.00",VKLB1LTP,Ongoing,2019-03-01 9:30:54,2021-01-15,Jan,Kenya Ports Authority,P051457804F,guardforce group limited,2018-01-15,State Corporation,1 Year,2018
3529,provision of external security services,KPA/004/2017-18/SS,"15,820,704.00",XEIMQOJW,Ongoing,2019-03-13 14:25:27,2021-01-15,Jan,Kenya Ports Authority,P051526635J,access security services limited,2018-01-15,State Corporation,1 Year,2018
3530,supply of tyres & tubes,EAPCC/OT/139/2017,"5,203,170.00",NJTLZCO8,Ongoing,2018-09-10 17:26:31,2020-02-20,Jan,The East African Portland Cement Company,P000594487J,sameer africa plc,2018-01-10,State Corporation,10 Months,2018
3531,supply & delivery of sugar & various beverages,NCA/T/17/2017-2018,"1,572,000.00",OFAOYNGK,Ongoing,2018-08-16 8:37:50,2019-01-25,Jan,National Construction Authority,P051609149Q,pepam holdings limited,2018-01-09,State Corporation,0 Days,2018
3532,tender for replacement of poles for 11kv intake overhead power supply...,KGN-SONDU-012-2017,"13,943,223.00",XNKTHNEA,Ongoing,2018-11-20 12:23:18,2018-12-01,Jan,Kenya Electricity  Generating Company,P051563302T,infrastructure managed services kenya limited,2018-01-09,State Corporation,0 Days,2018
3533,provision of cleaning services,NCIA/TNDR/CS/002/2017-2018,"1,976,640.00",XNMNNVWN,Ongoing,2019-02-10 15:21:44,2019-02-20,Jan,Nairobi Centre for International Arbitration,P051588097D,lemosy enterprises limited,2018-01-09,State Corporation,0 Days,2018
3534,"tender for supply,installation and commissioning of a new passenger li...",KGN-HYD-027-2017,"6,641,854.00",P9LQEDPJ,Ongoing,2018-11-14 9:19:27,2018-04-06,Jan,Kenya Electricity  Generating Company,P000601884U,schindler limited,2018-01-08,State Corporation,0 Days,2018
3535,"provide connectivity links services for branc,satellite and window off...",DP-NHIF/003/2017-2018,"33,452,436.00",ELLUOOS3,Ongoing,2019-01-30 16:13:43,2019-06-30,Jan,National Hospital Insurance Fund,P051129820X,safaricom plc,2018-01-04,State Department,2 Months,2018
3536,proposed completion of perimeter masonary wall at ps14 kipevu,KPC/PU/045-OT/17-18,"18,953,955.00",3ALASBR8,Ongoing,2018-08-13 15:45:25,2019-02-20,Dec,Kenya Pipeline Company,P051530893K,lergend enterprises,2017-12-19,State Corporation,0 Days,2017
3537,supply of engine compensators for kipevu 1 power station for four mont...,KGN-KIP-21-2017,"10,826,681.00",5CBC8HS1,Ongoing,2018-10-31 14:39:13,1970-01-01,Dec,Kenya Electricity  Generating Company,P051337602X,advent solutions limited,2017-12-19,State Corporation,0 Days,2017
